id,value
1866,[CR-M9A]
1867,"AM2, AM2+, AM3, AM3+, AM4, FM1, FM2, FM2+"
1868,CRYORIG M9a
1869,[CR-1400 V2 Color White]
1870,JONSBO CR-1400 V2 Color
1871,[CR1400EVO COLOR]
1872,JONSBO CR-1400 EVO Color
1873,[CR-1400 V2 Color Black]
1874,0.21 А
1875,73.5 CFM
1876,[AR400-BKNFPX-GL]
1877,503 г
1878,XASTRA AR400 BK
1879,B & M
1880,561 Мбайт/сек
1881,3 бит TLC
1882,0.57
1883,3D NAND
1884,22 мм
1885,240 ГБ
1886,SATA 3
1887,80 мм
1888,2.2 мм
1889,10 г
1890,[EX280465RUS]
1891,500 Мбайт/сек
1892,SSD M.2 накопитель
1893,2280
1894,3.3 Вт
1895,Silicon Motion SM2258XT
1896,100 ТБ
1897,ExeGate NextPro UV500TS240
1898,550 Мбайт/сек
1899,0.46
1900,2D NAND
1901,3.5 мм
1902,[TM8PS7256G0C101]
1903,470 Мбайт/сек
1904,128 ТБ
1905,TEAMGROUP MS30
1906,558 Мбайт/сек
1907,[EX280469RUS]
1908,490 Мбайт/сек
1909,ExeGate Next A2000TS240
1910,M
1911,1700 Мбайт/сек
1912,0.43
1913,PCIe 3.0 x4
1914,3.8 мм
1915,9 г
1916,[P300P256GM28]
1917,1100 Мбайт/сек
1918,2.07 Вт
1919,120 ТБ
1920,Patriot P300
1921,0.36
1922,[EX280472RUS]
1923,ExeGate NextPro+ UV500TS256
1924,1600 Мбайт/сек
1925,6 г
1926,[TM8FP6256G0C101]
1927,1000 Мбайт/сек
1928,Silicon Motion SM2263XT
1929,150 ТБ
1930,TEAMGROUP MP33
1931,1400 Мбайт/сек
1932,3.75 мм
1933,[EX282315RUS]
1934,850 Мбайт/сек
1935,80 ТБ
1936,ExeGate Next KC2000TP240
1937,3.65 мм
1938,[CN600 256GB]
1939,900 Мбайт/сек
1940,Colorful CN600
1941,2.23 мм
1942,[AP240GAST280-1]
1943,Phison PS3111-S11
1944,140 ТБ
1945,520 Мбайт/сек
1946,0.53
1947,7 г
1948,495 Мбайт/сек
1949,1.4 Вт
1950,Apacer AST280
1951,84000 IOPS
1952,0.45
1953,3.05 мм
1954,[TGM30256A58]
1955,ASolid AS2258
1956,125 ТБ
1957,"Корея, Республика"
1958,Tammuz GKM330
1959,165000 IOPS
1960,2100 Мбайт/сек
1961,0.71
1962,2.25 мм
1963,6.8 г
1964,[AP256GAS2280P4-1]
1965,1300 Мбайт/сек
1966,170 ТБ
1967,Apacer AS2280P4
1968,265000 IOPS
1969,1500 Мбайт/сек
1970,0.29
1971,[EX282321RUS]
1972,ExeGate NextPro+ KC2000TP256
1973,3.7 мм
1974,6.7 г
1975,[TGM30240A58]
1976,560 Мбайт/сек
1977,0.5
1978,2.1 мм
1979,[NT01N535N-256G-N8X]
1980,Netac N535N
1981,80000 IOPS
1982,[ASU650NS38-256GT-C]
1983,ADATA Ultimate SU650
1984,60000 IOPS
1985,0.72
1986,[Q3DT-256GMSY-M2]
1987,530 Мбайт/сек
1988,Maxiotek MAS1102A
1989,135 ТБ
1990,QUMO Novation
1991,150000 IOPS
1992,2040 Мбайт/сек
1993,0.54
1994,8 г
1995,[NT01N930E-256G-E4X]
1996,1270 Мбайт/сек
1997,Netac N930E Pro
1998,180000 IOPS
1999,[AGI256G80AI198R]
2000,MTBF (среднее время безотказной работы) до 1 600 000 часов
2001,AGI AI198R
2002,1950 Мбайт/сек
2003,[AGI256G66AI198]
2004,1200 Мбайт/сек
2005,AGI Al198
2006,90000 IOPS
2007,3.13 мм
2008,[ALEG-710-256GCS]
2009,Realtek RTS5766DL
2010,65 ТБ
2011,0.23
2012,алюминиевый радиатор
2013,ADATA LEGEND 710
2014,130000 IOPS
2015,125000 IOPS
2016,3000 Мбайт/сек
2017,0.4
2018,3 мм
2019,[ALMAYM1024-AL1282]
2020,4 Вт
2021,187.5 ТБ
2022,ARDOR GAMING Ally AL1282
2023,285000 IOPS
2024,4 бит QLC
2025,0.33
2026,250 ГБ
2027,2.9 мм
2028,[NT01NV3000-250-E4X]
2029,Netac NV3000
2030,330000 IOPS
2031,3400 Мбайт/сек
2032,0.9
2033,3100 Мбайт/сек
2034,3.4 Вт
2035,MaxioTek MAP1202A-F1C
2036,графеновый рассеиватель тепла (наклейка)
2037,KingSpec NX-256
2038,250000 IOPS
2039,460 Мбайт/сек
2040,[SP256GBSS3A55M28]
2041,450 Мбайт/сек
2042,Silicon Power A55
2043,83500 IOPS
2044,3.43 Вт
2045,KingSpec NT-256
2046,68700 IOPS
2047,2500 Мбайт/сек
2048,[K256P3M28TP3000]
2049,Kimtigo TP-3000
2050,[SSDM2PCIEF256GB]
2051,1800 Мбайт/сек
2052,OCPC MFL-300
2053,110000 IOPS
2054,76400 IOPS
2055,2000 Мбайт/сек
2056,0.62
2057,3.15 Вт
2058,174 ТБ
2059,KingSpec NE-256
2060,96200 IOPS
2061,0.32
2062,[SP256GBP34A60M28]
2063,Silicon Power P34A60
2064,MTBF (среднее время безотказной работы) до 1 500 000 часов
2065,SunWind SWSSD256GN3T
2066,[HS-SSD-E1000/256G]
2067,1260 Мбайт/сек
2068,3.9 Вт
2069,160 ТБ
2070,HIKVision E1000
2071,[NT01NV2000-256-E4X]
2072,Netac NV2000
2073,210000 IOPS
2074,3500 Мбайт/сек
2075,0.61
2076,10.3 г
2077,[AP256GAS2280P4UPRO-1]
2078,Apacer AS2280P4U PRO
2079,315000 IOPS
2080,[AGI256G16AI198]
2081,AGI AI198
2082,120000 IOPS
2083,2.4 мм
2084,[2YY43AA#ABB]
2085,0.37
2086,5.4 г
2087,2.99 Вт
2088,HP EX900
2089,105000 IOPS
2090,[AP256GAS2280P4X-1]
2091,Apacer AS2280P4X
2092,240000 IOPS
2093,[AGL281G256]
2094,Maxio MAP1202
2095,Беларусь
2096,1.8 Вт
2097,ARDOR GAMING Lore L281
2098,290000 IOPS
2099,1900 Мбайт/сек
2100,[ALEG-700-256GCS]
2101,ADATA LEGEND 700
2102,[16L55AA#ABB]
2103,178 ТБ
2104,HP S750
2105,[ASU650NS38-240GT-C]
2106,Maxio MAS0902A-B2C
2107,[AP256GAS2280P4U-1]
2108,Apacer AS2280P4U
2109,2.3 мм
2110,[TGV70256S63]
2111,Tammuz GKV700
2112,195000 IOPS
2113,3230 Мбайт/сек
2114,0.24
2115,22.15 мм
2116,80.15 мм
2117,2.38 мм
2118,[HS-SSD-E3000/256G]
2119,1240 Мбайт/сек
2120,112 ТБ
2121,Hikvision E3000
2122,3200 Мбайт/сек
2123,[CN600 256GB PRO]
2124,Colorful CN600 PRO
2125,2 мм
2126,[SBSSD256-STE14-M2P3]
2127,1850 Мбайт/сек
2128,Smartbuy Stream E14
2129,[NFP045PCI56-34H1200]
2130,Neo Forza NFP045
2131,0.27
2132,[SBSSD256-STP12-M2P3]
2133,Smartbuy Stream P12
2134,0.34
2135,3.1 мм
2136,[BL.9BWWA.113]
2137,517 Мбайт/сек
2138,Acer RE100
2139,100000 IOPS
2140,0.8
2141,[Q3DT-256GHHY-NM2]
2142,1290 Мбайт/сек
2143,350000 IOPS
2144,0.64
2145,[GP-GSM2NE3256GNTD]
2146,2.6 Вт
2147,Phison PS5008-E8-10
2148,300 ТБ
2149,GIGABYTE NVMe SSD
2150,2200 Мбайт/сек
2151,0.26
2152,11 г
2153,[P320P256GM28]
2154,Patriot P320
2155,450000 IOPS
2156,4600 Мбайт/сек
2157,PCIe 4.0 x4
2158,3.2 мм
2159,2600 Мбайт/сек
2160,DEXP LS1
2161,600000 IOPS
2162,78000 IOPS
2163,[TS240GMTS820]
2164,0.3
2165,420 Мбайт/сек
2166,3.41 Вт
2167,Transcend MTS820
2168,3300 Мбайт/сек
2169,0.31
2170,[SP250GBP44UD8505]
2171,Silicon Power UD85
